,id,carat,cut,color,clarity,depth,table,x,y,z,price
12629,12629,1.02,Very Good,E,VS2,62.8,58.0,6.37,6.39,3.99,6284
1222,1222,0.31,Ideal,D,IF,61.9,57.0,4.34,4.36,2.69,1316
6412,6412,1.52,Premium,H,SI2,62.1,59.0,7.34,7.36,4.56,8430
2134,2134,0.7,Ideal,E,SI1,61.4,57.0,5.75,5.73,3.52,2878
13801,13801,0.31,Very Good,D,SI1,63.0,56.0,4.32,4.35,2.73,571
7580,7580,0.73,Ideal,G,VS1,60.8,56.0,5.81,5.84,3.55,3149
6779,6779,0.3,Very Good,E,VS1,60.7,60.0,4.33,4.37,2.64,568
9952,9952,0.35,Ideal,F,VS2,61.4,56.0,4.54,4.57,2.8,706
509,509,0.51,Premium,F,SI1,61.7,59.0,5.13,5.16,3.16,1356
10107,10107,0.3,Ideal,G,VVS1,62.3,54.0,4.29,4.32,2.68,837
3986,3986,0.54,Ideal,F,VS2,61.9,56.0,5.22,5.19,3.23,1836
748,748,0.34,Very Good,E,VS1,60.4,58.0,4.49,4.54,2.72,805
5246,5246,0.93,Very Good,F,SI1,62.5,58.0,6.19,6.23,3.88,3895
1259,1259,0.23,Very Good,E,VVS2,61.3,55.0,3.97,4.0,2.43,530
4718,4718,0.39,Premium,G,VVS1,59.7,59.0,4.75,4.79,2.83,1053
1888,1888,2.22,Premium,D,SI2,62.2,59.0,8.32,8.36,5.18,17608
711,711,0.38,Ideal,D,VS1,62.2,54.0,4.66,4.63,2.89,941
14354,14354,0.73,Ideal,F,VVS1,61.9,56.0,5.79,5.83,3.59,4183
13229,13229,0.51,Ideal,D,SI2,61.9,57.0,5.12,5.15,3.17,1263
13092,13092,0.71,Very Good,E,SI1,58.6,63.0,5.85,5.89,3.44,2565
9578,9578,0.41,Premium,D,SI1,60.9,58.0,4.85,4.81,2.94,1015
12698,12698,0.76,Ideal,I,VS1,61.5,55.0,5.89,5.91,3.62,2961
7087,7087,0.7,Ideal,F,VS2,62.0,56.0,5.68,5.73,3.54,2671
4808,4808,1.02,Ideal,G,SI1,61.6,56.0,6.48,6.51,3.99,4714
3329,3329,1.01,Premium,H,VS2,62.6,60.0,6.37,6.33,3.97,4565
3293,3293,1.34,Premium,I,SI1,61.4,60.0,7.09,7.05,4.35,4967
8204,8204,1.24,Premium,F,VS2,59.3,59.0,7.04,7.01,4.17,7486
13748,13748,0.9,Premium,F,SI2,60.9,60.0,6.08,6.12,3.72,3507
10546,10546,0.96,Ideal,J,VS2,61.1,57.0,6.36,6.39,3.9,3862
12616,12616,0.72,Ideal,E,SI1,62.0,57.0,5.71,5.73,3.55,2650
9706,9706,0.71,Very Good,D,VS1,61.4,58.0,5.72,5.75,3.51,3276
4865,4865,0.9,Premium,G,SI1,62.5,59.0,6.12,6.07,3.81,3594
104,104,1.53,Ideal,I,VVS2,61.3,56.0,7.41,7.45,4.55,11531
1794,1794,0.3,Good,G,VS1,63.8,59.0,4.23,4.26,2.71,565
10118,10118,0.32,Ideal,F,VS2,61.3,55.0,4.42,4.45,2.72,828
2386,2386,0.9,Good,E,SI1,62.2,62.0,6.08,6.11,3.79,4211
11073,11073,0.31,Premium,I,VS2,61.4,58.0,4.38,4.4,2.7,435
4847,4847,0.39,Ideal,G,VS2,62.8,53.0,4.7,4.74,2.96,891
6223,6223,0.32,Ideal,H,VS1,60.9,56.0,4.48,4.45,2.72,672
7771,7771,0.31,Good,G,VS2,63.6,58.0,4.29,4.32,2.74,698
1658,1658,1.56,Premium,H,SI1,58.3,59.0,7.67,7.59,4.44,11979
212,212,0.52,Ideal,H,VVS1,62.2,55.0,5.15,5.17,3.21,1721
7760,7760,0.31,Ideal,D,VS2,61.3,55.0,4.36,4.37,2.68,942
4419,4419,0.32,Ideal,G,VS2,62.5,54.0,4.39,4.35,2.73,720
13664,13664,0.61,Ideal,D,SI1,62.1,56.0,5.46,5.4,3.37,1814
5193,5193,1.21,Premium,I,VS2,61.8,59.0,6.85,6.82,4.22,5777
1359,1359,1.02,Very Good,H,SI1,64.1,56.0,6.35,6.38,4.08,4404
334,334,0.9,Ideal,H,SI1,62.0,55.0,6.2,6.22,3.85,3980
9599,9599,1.33,Premium,E,SI1,62.1,58.0,7.01,6.98,4.35,8888
3110,3110,0.7,Very Good,E,SI1,63.2,56.0,5.65,5.67,3.58,2245
792,792,1.2,Good,F,SI2,64.1,56.0,6.64,6.7,4.28,5408
233,233,0.9,Very Good,I,SI2,63.4,57.0,6.14,6.16,3.89,3034
12084,12084,0.36,Ideal,H,IF,61.8,56.0,4.63,4.59,2.85,1035
6805,6805,1.01,Very Good,E,VVS1,59.2,59.0,6.51,6.55,3.86,10693
1064,1064,0.7,Ideal,F,SI1,61.9,56.0,5.74,5.69,3.54,2803
209,209,1.16,Ideal,J,VS1,61.8,56.0,6.72,6.79,4.17,5210
11061,11061,0.38,Ideal,H,VVS2,61.5,57.0,4.64,4.66,2.85,810
10455,10455,0.5,Ideal,I,SI1,61.6,55.0,5.12,5.09,3.14,992
7969,7969,0.33,Ideal,I,VVS2,61.0,57.0,4.44,4.47,2.72,579
10520,10520,0.71,Ideal,I,SI2,62.2,57.0,5.69,5.73,3.55,2113
4498,4498,1.02,Premium,F,SI1,61.7,58.0,6.47,6.43,3.98,4466
14378,14378,1.5,Ideal,I,VS2,62.9,55.0,7.28,7.31,4.59,9998
2413,2413,0.71,Premium,E,VS1,62.8,59.0,5.69,5.65,3.56,3136
9457,9457,0.5,Very Good,D,VS1,62.8,55.0,5.07,5.11,3.2,1804
11433,11433,0.3,Ideal,I,VS2,60.5,57.0,4.33,4.35,2.63,449
11184,11184,1.16,Premium,H,SI1,60.2,60.0,6.87,6.79,4.11,4832
14229,14229,0.72,Ideal,H,VS1,61.8,56.0,5.78,5.74,3.56,2691
871,871,0.38,Ideal,E,SI1,62.4,54.0,4.61,4.64,2.89,834
1263,1263,1.01,Very Good,H,SI1,63.4,58.0,6.34,6.38,4.03,4826
1618,1618,0.4,Premium,H,SI1,61.5,58.0,4.69,4.74,2.9,666
4345,4345,0.4,Ideal,F,VVS2,61.3,57.0,4.78,4.76,2.93,1141
9737,9737,1.02,Premium,D,SI2,62.0,59.0,6.42,6.46,3.99,4668
2414,2414,0.5,Ideal,E,VS2,62.5,57.0,5.04,5.1,3.17,1586
7475,7475,1.41,Premium,H,VS1,59.6,59.0,7.35,7.24,4.36,10430
13038,13038,0.42,Premium,E,SI1,62.4,60.0,4.79,4.82,3.0,773
5987,5987,0.76,Ideal,E,SI1,61.1,56.0,5.89,5.92,3.61,3228
1220,1220,0.9,Very Good,H,VVS2,62.1,56.0,6.15,6.17,3.83,4389
13546,13546,0.61,Ideal,H,VVS2,61.9,57.0,5.45,5.43,3.37,2189
1765,1765,1.0,Very Good,E,VS2,63.1,57.0,6.34,6.3,3.99,6332
5768,5768,0.5,Ideal,E,VVS1,61.6,56.0,5.09,5.13,3.15,2005
11998,11998,0.33,Ideal,G,VS2,60.6,57.0,4.47,4.5,2.72,655
12904,12904,0.76,Ideal,E,SI1,61.3,57.0,5.87,5.94,3.62,3329
2001,2001,0.3,Premium,D,VS2,61.5,59.0,4.22,4.26,2.62,710
9479,9479,0.74,Very Good,E,SI2,58.6,60.0,5.91,6.0,3.51,2384
4581,4581,1.41,Ideal,I,SI1,61.2,57.0,7.27,7.24,4.43,9069
5707,5707,1.7,Ideal,I,VS2,62.4,57.0,7.66,7.61,4.76,10951
1485,1485,0.35,Ideal,G,IF,61.5,56.0,4.53,4.55,2.79,946
3582,3582,1.07,Premium,G,VVS2,61.7,58.0,6.6,6.54,4.05,8296
2523,2523,1.66,Ideal,G,SI2,61.9,57.0,7.65,7.61,4.72,10553
12707,12707,0.32,Ideal,D,SI1,61.9,56.0,4.34,4.38,2.7,589
5922,5922,1.2,Ideal,D,SI2,62.7,54.0,6.81,6.74,4.25,5368
3078,3078,0.51,Ideal,H,VVS1,60.9,56.0,5.17,5.2,3.16,1929
4833,4833,1.01,Very Good,I,SI1,60.6,62.0,6.51,6.55,3.95,4322
1305,1305,0.71,Good,G,VS2,64.1,58.0,5.64,5.59,3.59,2825
4782,4782,0.4,Very Good,F,VS2,60.2,59.0,4.75,4.79,2.86,975
7785,7785,0.54,Ideal,H,VS2,61.4,56.0,5.22,5.25,3.21,1395
4381,4381,1.61,Ideal,G,VS2,62.1,56.0,7.48,7.52,4.66,13578
11054,11054,0.42,Ideal,I,VVS1,62.0,55.0,4.85,4.83,3.0,1221
9396,9396,1.0,Good,G,VVS1,61.1,62.0,6.36,6.42,3.9,7862
7740,7740,0.32,Good,G,SI1,63.3,57.0,4.36,4.39,2.77,477
9236,9236,2.05,Premium,I,SI1,62.1,58.0,8.22,8.12,5.07,16960
2165,2165,1.01,Premium,F,SI2,61.5,61.0,6.46,6.51,3.99,4877
617,617,0.7,Very Good,E,VS1,62.9,57.0,5.62,5.64,3.54,2441
14055,14055,0.32,Ideal,F,VS2,61.1,57.0,4.44,4.4,2.7,828
12828,12828,0.37,Ideal,E,VS1,61.3,56.0,4.64,4.61,2.82,1004
5794,5794,0.9,Ideal,E,SI2,62.0,56.0,6.07,6.17,3.8,3759
8237,8237,1.02,Very Good,H,SI1,63.0,57.0,6.37,6.41,4.03,4932
9897,9897,0.8,Ideal,E,VS2,62.4,54.0,5.91,5.87,3.69,3620
13086,13086,1.29,Premium,H,VS2,62.7,59.0,6.89,6.85,4.3,5700
13742,13742,0.63,Ideal,F,VS2,61.7,56.0,5.52,5.55,3.41,2213
2163,2163,0.34,Ideal,E,VS1,62.1,55.0,4.49,4.46,2.78,745
4770,4770,0.51,Ideal,J,SI1,60.6,56.0,5.23,5.22,3.17,1166
9801,9801,1.02,Ideal,F,SI2,62.0,57.0,6.44,6.49,4.0,4751
14197,14197,0.52,Ideal,G,VS1,60.0,57.0,5.22,5.27,3.16,1689
2004,2004,0.3,Very Good,D,SI1,61.8,55.0,4.35,4.38,2.69,608
13849,13849,0.31,Ideal,E,VVS2,61.2,57.0,4.38,4.4,2.68,767
3047,3047,1.16,Ideal,G,SI2,61.6,55.0,6.75,6.79,4.17,5407
7283,7283,0.71,Very Good,E,VS2,62.5,58.0,5.73,5.7,3.57,2953
12840,12840,0.32,Premium,H,VVS1,61.2,59.0,4.41,4.45,2.71,730
14482,14482,0.55,Ideal,G,VS1,61.7,56.0,5.26,5.29,3.26,1881
12925,12925,0.3,Ideal,E,VS2,61.9,56.0,4.31,4.33,2.67,644
5927,5927,0.53,Premium,G,VVS2,61.4,60.0,5.19,5.17,3.18,1948
7696,7696,0.32,Ideal,I,VS1,62.5,57.0,4.33,4.36,2.72,505
14156,14156,0.71,Very Good,D,VS2,61.0,60.0,5.77,5.79,3.52,3043
3095,3095,1.08,Ideal,I,SI1,61.4,57.0,6.65,6.58,4.06,4989
6906,6906,0.57,Ideal,F,VS2,61.6,54.8,5.37,5.38,3.31,1750
3285,3285,2.18,Very Good,I,SI2,62.5,55.0,8.26,8.32,5.18,15919
7704,7704,0.41,Ideal,E,VS2,61.8,55.0,4.79,4.82,2.97,999
9142,9142,0.38,Premium,E,VS2,61.6,58.0,4.66,4.64,2.86,753
10289,10289,1.01,Ideal,G,VS2,62.7,55.0,6.39,6.44,4.02,6455
1313,1313,0.31,Ideal,G,IF,62.1,54.0,4.39,4.38,2.72,924
9975,9975,0.51,Fair,F,SI1,66.7,55.0,4.85,4.72,2.96,1064
6661,6661,2.03,Premium,F,SI2,62.2,59.0,8.08,7.98,4.99,15110
14366,14366,0.9,Good,F,SI1,63.5,59.0,6.09,6.13,3.89,4161
2903,2903,0.4,Premium,E,VVS2,59.8,59.0,4.84,4.81,2.88,1082
14249,14249,0.34,Ideal,I,SI1,62.0,55.0,4.46,4.5,2.78,459
3333,3333,0.4,Premium,I,VS2,60.8,59.0,4.79,4.82,2.92,630
10908,10908,0.42,Ideal,G,VS2,61.9,56.0,4.82,4.85,2.99,847
3053,3053,0.51,Premium,D,SI1,61.0,58.0,5.15,5.18,3.15,1612
10721,10721,0.51,Ideal,E,SI1,60.8,55.0,5.16,5.19,3.14,1320
8001,8001,1.25,Premium,F,SI1,59.6,58.0,6.96,7.04,4.19,5724
8391,8391,1.51,Ideal,I,VS1,61.2,57.0,7.35,7.38,4.52,9979
9483,9483,0.7,Ideal,F,SI1,61.9,56.0,5.69,5.72,3.53,2781
9684,9684,1.02,Very Good,F,SI1,63.5,58.0,6.36,6.42,4.06,5166
2269,2269,0.9,Good,D,SI1,63.1,56.0,6.14,6.18,3.89,4612
13149,13149,0.33,Ideal,G,VVS1,62.1,55.0,4.46,4.42,2.76,1114
10333,10333,0.3,Very Good,G,VS1,62.3,55.0,4.3,4.34,2.69,605
8142,8142,2.06,Premium,J,SI2,62.0,60.0,8.22,8.1,5.04,12970
9628,9628,1.53,Very Good,I,SI2,61.9,56.0,7.4,7.34,4.56,7747
9058,9058,2.07,Ideal,G,SI1,62.0,55.0,8.18,8.21,5.07,18630
10172,10172,1.03,Premium,D,SI1,61.4,58.0,6.47,6.52,3.99,7204
13910,13910,0.6,Ideal,H,VS2,61.1,56.0,5.45,5.48,3.32,1867
9463,9463,1.5,Very Good,F,VS2,63.8,59.0,7.16,7.23,4.59,13474
7229,7229,2.04,Very Good,F,SI2,60.3,54.0,8.14,8.21,4.94,16603
7457,7457,0.92,Premium,J,VS2,61.3,58.0,6.27,6.22,3.83,3573
4707,4707,1.21,Premium,I,SI1,61.5,56.0,6.84,6.88,4.22,5166
14028,14028,0.3,Premium,D,SI1,59.5,60.0,4.4,4.35,2.6,608
2114,2114,0.31,Ideal,D,SI1,61.8,56.0,4.34,4.38,2.7,616
13191,13191,0.3,Ideal,E,VVS2,62.3,54.0,4.31,4.34,2.69,837
1541,1541,0.72,Ideal,J,SI1,61.4,57.0,5.75,5.77,3.53,1923
7213,7213,0.72,Very Good,E,SI1,63.2,56.0,5.73,5.76,3.62,2421
2602,2602,0.55,Ideal,G,VS1,60.9,56.0,5.32,5.36,3.25,1931
12434,12434,0.3,Ideal,E,VVS1,61.6,56.0,4.32,4.34,2.67,1044
4607,4607,1.01,Premium,J,SI1,59.1,62.0,6.5,6.46,3.84,3535
10688,10688,1.02,Very Good,E,SI1,63.6,59.0,6.38,6.31,4.02,4798
8677,8677,0.37,Ideal,E,VS2,61.7,56.0,4.63,4.61,2.85,746
4756,4756,1.02,Good,I,SI2,63.6,57.0,6.35,6.33,4.04,3920
9147,9147,1.03,Ideal,G,VS1,61.9,56.0,6.47,6.51,4.02,7426
5538,5538,1.12,Ideal,G,VS1,61.3,55.0,6.7,6.74,4.11,8797
13055,13055,1.01,Premium,F,SI1,62.3,60.0,6.32,6.28,3.93,5090
520,520,0.9,Very Good,J,SI2,62.7,56.0,6.07,6.1,3.83,2000
10115,10115,0.52,Ideal,H,IF,61.6,53.0,5.21,5.24,3.23,2720
13070,13070,0.31,Ideal,D,VS2,62.2,54.0,4.32,4.35,2.7,638
12035,12035,0.34,Very Good,F,SI1,59.8,61.0,4.5,4.53,2.7,641
13494,13494,0.9,Ideal,D,SI2,62.0,57.0,6.15,6.21,3.84,3394
1092,1092,0.9,Premium,I,SI2,62.2,60.0,6.14,6.18,3.83,3001
6161,6161,1.01,Premium,D,SI1,59.9,59.0,6.57,6.55,3.93,5817
13392,13392,1.0,Very Good,G,SI1,61.1,60.0,6.46,6.43,3.93,4955
4913,4913,1.0,Very Good,H,SI1,60.6,60.0,6.38,6.43,3.89,4871
8176,8176,1.22,Ideal,G,VS2,61.5,59.0,6.87,6.9,4.24,8452
3771,3771,1.17,Premium,G,VVS2,61.7,59.0,6.78,6.75,4.18,10211
5936,5936,0.3,Ideal,H,VVS1,61.8,55.0,4.32,4.34,2.68,800
1109,1109,1.51,Ideal,I,SI1,62.4,57.0,7.31,7.35,4.57,8726
4655,4655,0.43,Ideal,D,VS2,62.2,55.0,4.84,4.88,3.02,1129
9639,9639,1.0,Premium,H,SI1,61.5,61.0,6.41,6.38,3.93,4395
1038,1038,1.5,Premium,I,VS1,62.0,58.0,7.3,7.24,4.48,8767
13805,13805,0.51,Very Good,G,SI1,62.3,60.0,5.08,5.12,3.17,1197
20,20,0.7,Ideal,F,VS1,62.2,56.0,5.67,5.72,3.54,3018
11143,11143,0.71,Ideal,G,SI1,61.4,57.0,5.7,5.74,3.51,2363
6206,6206,0.42,Premium,H,VVS2,62.3,56.0,4.82,4.78,2.99,984
5531,5531,1.53,Premium,I,VS2,62.5,60.0,7.39,7.31,4.6,8631
8765,8765,1.25,Premium,G,VS2,61.2,58.0,7.01,6.97,4.28,7443
934,934,0.71,Very Good,H,SI1,62.8,59.0,5.66,5.71,3.57,2198
10890,10890,0.52,Ideal,D,SI1,62.0,55.0,5.13,5.17,3.19,1720
13095,13095,0.71,Ideal,H,VS2,62.3,58.0,5.67,5.7,3.54,2938
13690,13690,0.53,Ideal,G,VVS1,62.1,57.0,5.17,5.21,3.22,2172
1726,1726,1.06,Premium,F,SI1,61.8,57.0,6.53,6.57,4.05,5198
4490,4490,0.31,Ideal,D,VS1,61.4,56.0,4.34,4.37,2.67,673
13408,13408,2.05,Premium,F,SI2,61.9,59.0,8.1,8.13,5.04,16242
8536,8536,0.32,Premium,E,SI1,62.5,57.0,4.36,4.38,2.73,720
1737,1737,0.5,Ideal,E,SI2,61.0,56.0,5.17,5.15,3.15,1203
6027,6027,0.51,Ideal,F,VS1,61.5,56.0,5.22,5.21,3.21,1836
561,561,0.7,Ideal,E,VS1,61.5,57.0,5.72,5.75,3.52,3572
6688,6688,1.0,Good,F,SI2,63.7,61.0,6.22,6.24,3.96,4372
13364,13364,0.9,Premium,J,SI1,62.2,59.0,6.16,6.18,3.83,2768
11480,11480,0.52,Ideal,H,VS1,61.6,57.0,5.17,5.14,3.17,1573
1162,1162,0.79,Premium,F,VS2,62.1,58.0,5.92,5.95,3.68,3543
8573,8573,0.33,Ideal,D,VS2,61.9,57.0,4.4,4.42,2.73,942
9681,9681,1.51,Premium,D,SI1,62.1,58.0,7.34,7.31,4.54,13445
9950,9950,1.7,Ideal,F,VS2,61.3,57.0,7.67,7.62,4.7,18281
1527,1527,0.9,Ideal,D,SI2,62.9,57.0,6.17,6.12,3.86,3673
7247,7247,0.55,Ideal,D,SI1,61.5,56.0,5.25,5.28,3.24,1578
8506,8506,0.31,Premium,G,VS1,62.0,58.0,4.35,4.33,2.7,802
2930,2930,1.13,Ideal,E,SI2,61.4,57.0,6.67,6.72,4.11,4997
58,58,0.52,Ideal,G,VVS2,61.8,57.0,5.19,5.17,3.2,1835
8459,8459,1.5,Fair,J,SI2,65.0,64.0,7.2,7.14,4.65,5765
7732,7732,0.97,Very Good,E,SI2,61.0,61.0,6.31,6.36,3.86,4211
12354,12354,0.7,Ideal,G,SI2,61.9,54.0,5.72,5.68,3.53,2133
4483,4483,1.1,Premium,H,SI1,62.9,61.0,6.57,6.54,4.13,5315
2291,2291,0.3,Ideal,D,SI2,62.1,56.0,4.28,4.32,2.67,604
11721,11721,0.57,Premium,D,SI1,61.7,60.0,5.32,5.28,3.26,1861
12427,12427,0.3,Premium,E,VS2,62.0,58.0,4.27,4.3,2.66,844
7720,7720,1.1,Ideal,G,VS1,62.1,56.0,6.65,6.59,4.13,8033
9249,9249,1.5,Good,J,VS1,63.2,57.0,7.22,7.24,4.56,8486
11175,11175,1.1,Premium,G,VS2,62.4,59.0,6.59,6.56,4.1,6108
1649,1649,0.3,Very Good,G,IF,62.4,57.0,4.23,4.26,2.65,895
14298,14298,0.52,Ideal,E,VS2,61.9,56.0,5.15,5.18,3.2,1667
8066,8066,0.6,Ideal,D,SI1,62.5,56.0,5.43,5.37,3.37,1992
2724,2724,0.56,Ideal,H,VVS1,60.4,56.0,5.35,5.39,3.25,2052
10243,10243,1.2,Premium,H,SI2,59.1,58.0,7.0,6.98,4.13,6394
8086,8086,0.78,Ideal,D,VS2,62.2,56.0,5.84,5.9,3.65,3171
8166,8166,1.02,Premium,G,SI1,59.8,60.0,6.51,6.56,3.9,4788
10309,10309,0.5,Ideal,E,SI1,61.4,57.0,5.09,5.11,3.14,1547
13770,13770,0.35,Premium,F,VS2,62.1,59.0,4.58,4.54,2.83,906
7816,7816,0.3,Very Good,F,SI1,62.8,57.0,4.24,4.27,2.67,622
11509,11509,0.9,Good,D,VS2,64.2,60.0,6.06,6.01,3.87,4586
6113,6113,0.58,Premium,E,SI1,60.9,60.0,5.38,5.35,3.26,1736
998,998,0.54,Ideal,F,VS2,61.8,56.0,5.29,5.24,3.25,1586
8481,8481,0.32,Premium,G,VS2,62.0,59.0,4.36,4.38,2.71,561
4528,4528,0.32,Ideal,F,IF,62.3,55.0,4.37,4.4,2.73,979
3870,3870,0.7,Very Good,D,VS2,61.0,60.0,5.75,5.72,3.49,2708
6454,6454,1.0,Premium,I,SI1,61.7,58.0,6.39,6.43,3.96,4579
5354,5354,0.9,Fair,G,VS2,64.4,61.0,6.04,6.0,3.87,3850
13781,13781,0.33,Ideal,I,VS2,61.9,57.0,4.44,4.46,2.75,454
2907,2907,1.01,Good,E,SI1,63.2,59.0,6.36,6.39,4.02,4400
14270,14270,2.0,Premium,I,SI1,60.2,62.0,8.1,8.02,4.84,17116
9452,9452,0.31,Premium,D,VS1,60.8,58.0,4.42,4.37,2.67,848
3538,3538,0.52,Ideal,G,VS1,61.8,55.0,5.18,5.15,3.19,1708
13689,13689,1.04,Premium,D,SI2,62.3,58.0,6.46,6.42,4.01,3604
915,915,0.3,Good,G,VVS2,63.9,55.0,4.27,4.28,2.72,678
4415,4415,0.52,Ideal,J,VS1,62.1,58.0,5.09,5.14,3.18,1134
9937,9937,0.3,Premium,F,VS2,63.0,59.0,4.28,4.25,2.7,776
11146,11146,1.57,Premium,G,VS2,63.0,61.0,7.35,7.3,4.64,12587
1817,1817,1.51,Ideal,I,SI1,60.6,55.0,7.44,7.39,4.49,8731
14148,14148,0.4,Premium,D,SI2,62.7,58.0,4.73,4.69,2.95,855
3949,3949,0.57,Ideal,E,VS2,62.1,55.0,5.34,5.38,3.33,1666
337,337,0.34,Ideal,G,VS2,62.0,55.0,4.48,4.5,2.78,616
2072,2072,0.53,Fair,D,SI1,64.6,55.0,5.09,5.05,3.29,1308
12547,12547,0.5,Ideal,E,VS2,62.2,54.0,5.13,5.16,3.2,1599
10171,10171,0.87,Premium,D,SI2,62.2,59.0,6.06,6.12,3.79,2830
13221,13221,0.33,Ideal,E,VVS2,60.2,57.0,4.48,4.51,2.71,804
12702,12702,1.0,Premium,F,SI2,61.6,60.0,6.4,6.34,3.93,3763
3513,3513,0.71,Good,H,VS1,64.0,59.0,5.59,5.62,3.59,2326
2815,2815,0.9,Ideal,E,SI1,62.6,56.0,6.14,6.19,3.86,4668
9621,9621,1.01,Very Good,F,SI1,62.9,57.0,6.36,6.39,4.01,4751
7787,7787,1.01,Premium,H,SI2,62.6,59.0,6.4,6.34,3.99,4242
7191,7191,0.34,Premium,E,SI2,59.3,59.0,4.55,4.54,2.69,477
10505,10505,2.03,Premium,I,VS2,61.7,58.0,8.17,8.13,5.03,18215
9895,9895,0.25,Ideal,F,VS2,62.3,54.0,4.02,4.05,2.51,453
766,766,1.52,Fair,I,VVS2,65.4,56.0,7.17,7.1,4.68,9550
3782,3782,0.8,Ideal,D,SI1,61.0,57.0,5.99,6.03,3.65,3160
7298,7298,1.74,Premium,D,SI2,58.9,59.0,7.88,7.8,4.65,9193
1144,1144,0.2,Premium,E,VS2,61.1,60.0,3.81,3.78,2.4,367
11826,11826,1.52,Ideal,E,VS2,60.8,57.0,7.41,7.45,4.52,16800
2510,2510,1.0,Premium,F,SI1,61.0,60.0,6.4,6.35,3.89,5713
6916,6916,1.02,Premium,F,VS1,61.5,59.0,6.44,6.42,3.96,7197
2273,2273,0.85,Ideal,J,SI1,62.9,56.0,6.0,6.08,3.79,1953
2860,2860,0.33,Ideal,D,VS2,62.1,56.0,4.47,4.5,2.78,781
7844,7844,0.53,Ideal,H,SI1,62.8,56.0,5.14,5.18,3.24,1270
13105,13105,1.01,Ideal,G,VVS1,60.9,57.0,6.47,6.58,3.98,8176
4864,4864,1.12,Ideal,H,SI2,62.5,54.0,6.65,6.62,4.15,4966
14048,14048,0.31,Very Good,H,SI1,61.9,61.0,4.28,4.32,2.66,442
6849,6849,0.9,Ideal,F,SI1,62.2,56.0,6.12,6.17,3.83,4661
7677,7677,1.63,Ideal,F,SI2,61.9,56.0,7.54,7.56,4.68,11314
6325,6325,1.19,Premium,H,SI2,62.3,57.0,6.82,6.73,4.22,4045
4924,4924,1.74,Ideal,H,SI2,62.2,57.0,7.67,7.63,4.76,8037
4532,4532,2.06,Ideal,I,VS2,61.4,57.0,8.13,8.2,5.02,15007
8513,8513,0.7,Good,H,VVS1,58.2,61.0,5.83,5.88,3.41,2753
1672,1672,1.01,Ideal,G,VVS2,61.7,56.0,6.48,6.44,3.99,8112
14455,14455,0.4,Ideal,F,IF,62.0,54.0,4.74,4.78,2.95,1286
10910,10910,0.51,Ideal,G,SI1,62.4,57.0,5.09,5.06,3.17,1431
13047,13047,0.71,Very Good,H,VS1,62.0,58.0,5.7,5.73,3.54,2473
4055,4055,0.33,Ideal,G,VVS2,62.0,55.0,4.42,4.46,2.76,995
14398,14398,0.71,Premium,D,SI1,59.1,58.0,5.83,5.87,3.46,4042
1808,1808,1.5,Fair,G,SI2,68.3,58.0,6.85,6.73,4.79,6382
2275,2275,0.43,Premium,E,VS1,59.9,58.0,4.92,4.94,2.94,1177
3761,3761,0.24,Premium,E,VVS1,62.9,59.0,3.94,3.96,2.48,485
12806,12806,1.01,Ideal,J,SI2,62.6,54.0,6.47,6.45,4.02,3763
10215,10215,1.5,Premium,F,SI1,61.3,57.0,7.43,7.36,4.54,11943
9541,9541,0.4,Ideal,G,VS2,60.8,56.0,4.73,4.76,2.89,771
6857,6857,0.33,Ideal,E,SI1,61.6,57.0,4.5,4.47,2.76,579
2045,2045,1.22,Premium,H,SI1,59.9,60.0,6.96,6.88,4.14,7481
8985,8985,0.36,Ideal,E,VS2,62.1,54.0,4.55,4.58,2.83,753
6348,6348,0.73,Ideal,D,SI1,61.1,56.0,5.82,5.86,3.57,3189
5113,5113,0.25,Ideal,E,VVS1,62.1,57.0,4.0,4.03,2.51,586
1295,1295,1.59,Premium,H,VS2,61.9,59.0,7.52,7.49,4.64,11588
8233,8233,1.06,Ideal,H,VS2,59.1,57.0,6.73,6.69,3.95,5799
4687,4687,0.36,Ideal,G,SI2,61.2,56.0,4.58,4.63,2.81,557
3952,3952,0.4,Premium,H,SI2,59.8,60.0,4.82,4.78,2.87,855
6138,6138,0.32,Ideal,H,VVS2,62.5,54.0,4.38,4.36,2.73,828
4317,4317,0.9,Ideal,I,SI1,62.0,56.0,6.13,6.06,3.77,2823
12096,12096,0.73,Premium,H,VS1,60.2,58.0,5.89,5.84,3.53,2560
444,444,0.51,Ideal,E,SI1,61.9,56.0,5.1,5.15,3.17,1337
5519,5519,0.5,Very Good,E,SI1,61.4,60.0,5.1,5.08,3.11,1546
858,858,0.31,Ideal,F,VS2,61.7,57.0,4.37,4.39,2.7,802
4439,4439,2.01,Very Good,I,SI1,63.4,57.0,7.92,7.87,5.05,13596
5321,5321,0.32,Ideal,D,SI1,62.7,57.0,4.34,4.38,2.73,780
841,841,0.28,Premium,E,VVS2,60.6,58.0,4.27,4.25,2.57,828
6216,6216,1.51,Good,J,VS2,64.4,55.0,7.28,7.2,4.65,7318
12111,12111,0.5,Ideal,D,SI1,60.2,58.0,5.18,5.23,3.13,1361
13411,13411,0.81,Very Good,H,VVS2,62.8,58.0,5.9,5.93,3.72,3103
11170,11170,0.3,Very Good,F,VS1,63.0,55.0,4.25,4.27,2.68,620
